с,date,club,city,rang,judge,members,photo,catalog,year,comments
252,11.07.2020,"КККК ""ФЛАГМАН""",Краснодар,КЧК,ВЫГУЗОВ ИГОРЬ (РОССИЯ),10,https://www.facebook.com/media/set/?set=oa.1718520528301802&type=3,20200711-krasnodar.pdf,2020,
253,19.07.2020,"СООО ""НТКСС""",Нижний Тагил,КЧК в каждом классе,ПРОЗОРОВ ДМИТРИЙ (РОССИЯ),33,https://www.facebook.com/media/set/?set=oa.1718532904967231&type=3,20200719-n-tagil.pdf,2020,
254,19.07.2020,"НГОО ""ОЛС""",НОВОРОССИЙСК,КЧК,РАКУТА ВАЛЕРИЯ (РОССИЯ),9,нет,20200719-novorossiysk.pdf,2020,
255,19.07.2020,"ОО НГКЛЖ ""Фауна""",НОВОРОССИЙСК,КЧК в каждом классе,НИКИТИНА ЛЮДМИЛА (РОССИЯ),16,да,20200719-novorossiysk-1.pdf,2020,
256,25.07.2020,"НГОО ""НГОЛС КАНИС""",НЕРЕХТА,КЧК,НИКИТИНА ЛЮДМИЛА (РОССИЯ),17,нет,20200725-nerehta.pdf,2020,
257,26.07.2020,"КРКФОО ""ЗВЕЗДА ЗАПАДА-
КАЛИНИНГРАД""",Калининград,КЧК,Косарева Ольга (Россия),21,нет,20200726-kaliningrad.pdf,2020,
258,26.07.2020,"МКОО ""ДОГСВИЛЛ""",МОСКВА,КЧК,КРЮКОВА ЕЛЕНА (РОССИЯ),21,нет,20200726-moscow.pdf,2020,
259,01.08.2020,"ОКО ""С.К.Е.""",ЕКАТЕРИНБУРГ,КЧК в каждом классе,ГРИГОРЕНКО ТАТЬЯНА (РОССИЯ),33,https://www.facebook.com/media/set/?set=oa.1729784450508743&type=3,20200801-ekaterinburg.pdf,2020,
260,02.08.2020,"КООКО ""КУРГАН-ГРАД""",КУРГАН,КЧК в каждом классе,ЛЕПЕХА ЕВГЕНИЙ (РОССИЯ),35,https://www.facebook.com/media/set/?set=oa.1729798000507388&type=3,20200802-kurgan.pdf,2020,
261,02.08.2020,"ОО ""ТКЦ ""ТРОЯН""",ТОЛЬЯТТИ,КЧК,ЕРУСАЛИМСКИЙ ЕВГЕНИЙ (РОССИЯ),19,нет,20200802-toliatti.pdf,2020,
262,08.08.2020,"ОО ""ПККСС""",ПЕРМЬ,КЧК,ЯКУНИНА НАИЛЯ (РОССИЯ),23,нет,20200809-perm.pdf,2020,
263,22.08.2020,"КГОО ""КЛЖ""",КОВРОВ,КЧК,БЕЛКИНА ЕЛЕНА (РОССИЯ),18,https://www.facebook.com/media/set/?set=oa.3593791207297527&type=3,20200822-kovrov.pdf,2020,
264,22.08.2020,"МГОО ""МГКСС""",МАГНИТОГОРСК,КЧК,ПЕРМЯКОВ МИХАИЛ (РОССИЯ),10,нет,20200822-magnitogorsk.pdf,2020,
265,22.08.2020,"НГОО ""ОЛПС ""ГЛОРИЯ""",НОВОРОССИЙСК,КЧК,ХОМАСУРИДЗЕ РЕВАЗ (РОССИЯ),16,https://www.facebook.com/groups/1763140063901356/permalink/2724704801078206,20200822-novorossiisk.pdf,2020,
266,22.08.2020,"НГОО ""КК ""ЭЛИТА""",НОВОРОССИЙСК,КЧК в каждом классе,ОСТРОВСКАЯ МАРИНА (РОССИЯ),19,"https://www.facebook.com/groups/1763140063901356/permalink/2724708014411218/, https://www.facebook.com/valeriya.zoloto/videos/3074787172632635/",20200822-novorossiisk-2.pdf,2020,
267,23.08.2020,"ВООО ""КИНОЛОГ""",ВОРОНЕЖ,КЧК в каждом классе,МАЗИНА ЛЮДМИЛА (РОССИЯ),14,да,20200823-voronezh.pdf,2020,
268,29.08.2020,"ОО РКО СК ""АЛЬЯНС""",СТАВРОПОЛЬ,КЧК,РАКУТА ВАЛЕРИЯ (РОССИЯ),15,https://www.facebook.com/media/set/?set=oa.809466613188924&type=3,20200829-stavropol.pdf,2020,
269,29.08.2020,"РООКК ""ОЛЖ ""СИРИУС""",КРАСНОЯРСК,КЧК,КЕББЕЛЬ ЛЮДМИЛА (РОССИЯ),30,https://www.facebook.com/media/set/?set=oa.2853850098049955&type=3,20200829-krasnoyarsk.pdf,2020,
270,29.08.2020,"СПБ ОО ""КЛС ""НЕВСКИЙ БРИЗ""",САНКТ-ПЕТЕРБУРГ,КЧК в каждом классе,РАСЧИХМАРОВА ТАТЬЯНА (РОССИЯ),15,https://www.facebook.com/media/set/?set=oa.372940673806968&type=3,20200829-sankt-peterburg.pdf,2020,
271,29.08.2020,"ВРОО ЛЮБИТЕЛЕЙ СОБАК ""АРИВА""",ВЛАДИМИР,КЧК,ЛЕОНОВА НАТАЛЬЯ (РОССИЯ),17,нет,20200829-vladimir-ariva.pdf,2020,
272,29.08.2020,"ВРООЛЖ ""ЗОЛОТОЕ КОЛЬЦО""",ВЛАДИМИР,КЧК,РОЗЕНБЕРГ ЕВГЕНИЙ (РОССИЯ),17,нет,20200829-vladimir-zk.pdf,2020,
273,29.08.2020,"КРООЛЖР ""Радужный мир""",КОРКИНО,КЧК,РОМАНЕНКОВА ЭЛЬВИРА (РОССИЯ),16,нет,20200829-korkino.pdf,2020,
274,30.08.2020,"СРОО ""КФЦ ""КРЕДО ПЛЮС""",ЮЖНО-САХАЛИНСК,КЧК в каждом классе,МАМОНТОВ ДМИТРИЙ (РОССИЯ),24,https://www.facebook.com/media/set/?set=oa.2465128847126528&type=3,20200830-sakhalinsk.pdf,2020,
275,05.09.2020,"ГОО ОПК ""ЗООКЛУБ""",САМАРА,КЧК,БОГДАНОВА ЗОЯ (РОССИЯ),24,https://www.facebook.com/media/set/?set=oa.655598628440601&type=3,20200905-samara.pdf,2020,
276,06.09.2020,ХГОО И Р,ХАБАРОВСК,КЧК,КРАКОВСКАЯ ЛЮДМИЛА (РОССИЯ),30,https://www.facebook.com/media/set/?set=oa.3747653021947218&type=3,20200906-khabarovsk.pdf,2020,
277,06.09.2020,"МОРОО ""ДПКЦ ""ПОЛЯРНАЯ ЗВЕЗДА""",КОЛОМНА,КЧК,ОВСЯННИКОВА ЮЛИЯ (РОССИЯ),8,https://www.facebook.com/media/set/?set=oa.352095946142684&type=3,20200906-kolomna.pdf,2020,
278,12.09.2020,"СПБРОО ""КЦ ""СЕВЕРНАЯ ВЕНЕЦИЯ""",САНКТ-ПЕТЕРБУРГ,КЧК в каждом классе,ПОПОВА ЛИЛИЯ (РОССИЯ),14,https://www.facebook.com/media/set/?set=oa.983543878819217&type=3,20200912-sankt-peterburg.pdf,2020,
279,12.09.2020,"РОО ""ОЛЖ""",РЫБИНСК,КЧК,ЕРУСАЛИМСКИЙ ЕВГЕНИЙ (РОССИЯ),18,https://www.facebook.com/media/set/?set=oa.352468922663802&type=3,20200912-rybinsk.pdf,2020,
280,12.09.2020,"КРООЛЖ ""ХЕЛЕН`С ПРАУД""
(ГОРДОСТЬ ЕЛЕНЫ)",Красноярск,КЧК,Сапожникова,32,да,,2020,нет размеч каталогов
281,12.09.2020,"КРООЛЖ ""ХЕЛЕН`С ПРАУД""
(ГОРДОСТЬ ЕЛЕНЫ)",Красноярск,КЧК в каждом классе,Жигалин П.,32,да,,2020,нет размеч каталогов
282,13.09.2020,"РОО ""КСС РТ""",КАЗАНЬ,КЧК,НИКОНОРОВА ТАТЬЯНА (РОССИЯ),15,нет,20200913-kazan.pdf,2020,
283,13.09.2020,"РОО ""ОКПЦ ""ФАВОРИТ""",ОМСК,КЧК в каждом классе,ЛЕПЕХА ЕВГЕНИЙ (РОССИЯ),11,https://www.facebook.com/media/set/?set=oa.667078457564700&type=3,20200913-omsk.pdf,2020,
284,13.09.2020,БРОО КЛС “СЕРЕБРЯНЫЙ ДОЖДЬ”,Старый Оскол,КЧК,РОДИНА ИНЕССА (РОССИЯ),18,https://www.facebook.com/media/set/?set=oa.374678450424173&type=3,20200913-s-oskol.pdf,2020,
285,19.09.2020,ТООЛЖ,ТЮМЕНЬ,КЧК в каждом классе,БЕЛКИН АЛЕКСЕЙ (РОССИЯ),35,https://www.facebook.com/media/set/?set=oa.2789511627985385&type=3,20200919-tymen.pdf,2020,
286,19.09.2020,"НОО ""КЛУБ ЛЖ ""ВОСТОК-ФАВОРИТ""",НАХОДКА,КЧК,ПРОЗОРОВ ДМИТРИЙ (РОССИЯ),13,нет,20200919-nahodka.pdf,2020,
287,19.09.2020,"ОО ""САНКТ-ПЕТЕРБУРГСКИЙ ЦЕНТР ВОСТОЧНО-ЕВРОПЕЙСКОЙ ОВЧАРКИ И ДРУГИХ ПОРОД""",САНКТ-ПЕТЕРБУРГ,КЧК,Горшкова ирина,16,да,20200919-s-peterburg.pdf,2020,приличных нет
288,20.09.2020,"КРОО ""КК ""КРАСНЫЙ ЯР""",КРАСНОЯРСК,КЧК в каждом классе,ЛЕПЕХА ЕВГЕНИЙ (РОССИЯ),41,да,20200920-krasnoyarsk.pdf,2020,
289,20.09.2020,"РОО ""ВАК""",Волгоград,КЧК,ОВСЯННИКОВА ЮЛИЯ (РОССИЯ),11,нет,20200920-volgograd.pdf,2020,
290,20.09.2020,ВООО ВУСКСС,Волгоград,КЧК,МИЩЕНКО ЕЛЕНА (РОССИЯ),14,да,20200920-volgograd-vyskss.pdf,2020,
291,20.09.2020,"ОО ПКС ""КАВКАЗ""",ПЯТИГОРСК,КЧК,БАЛАШОВА НАТАЛЬЯ (РОССИЯ),8,https://www.facebook.com/media/set/?set=oa.678973736138935&type=3,20200920-pyatigorsk.pdf,2020,
292,27.09.2020,"СООО ""СОЮЗ КИНОЛОГОВ""",САМАРА,КЧК в каждом классе,ВАСИЛЬЕВ ОЛЕГ (РОССИЯ),24,https://www.facebook.com/media/set?set=oa.2741132526144744&type=3,20200927-samara.pdf,2020,
293,27.09.2020,"ЗГООЛЖИР ""ПЛАНЕТА ЭЛЬФ""",ЗЛАТОУСТ,КЧК в каждом классе,КРУЦЕНКО ЕЛЕНА (РОССИЯ),13,https://74.ru/forum/message.php?id=16190331,20200927-zlatoust.pdf,2020,
294,27.09.2020,"РОО ""КЛЖ ""СТАНДАРТ""",САНКТ-ПЕТЕРБУРГ,КЧК,БОГДАНОВА ЗОЯ (РОССИЯ),8,https://www.facebook.com/media/set/?set=oa.1561836210684099&type=3,20200927-s-peterburg.pdf,2020,
295,03.10.2020,МКОО Трейл,МОСКВА,КЧК в каждом классе,ПЕТРОВА ,17,нет,20201003-moscow.pdf,2020,
296,04.10.2020,"ЛО РОО КЛЖ ""АСКОНА""",САНКТ-ПЕТЕРБУРГ,КЧК,ЛЫЧКОВСКАЯ НАТАЛЬЯ (РОССИЯ),17,https://www.facebook.com/media/set/?set=oa.295867978450407&type=3,20201004-s-peterburg.pdf,2020,
297,04.10.2020,"ГОО КС ""ЛИДЕР""",НОВОСИБИРСК,КЧК,ОВСЯННИКОВА ЮЛИЯ (РОССИЯ),16,нет,20201004-novosibirsk.pdf,2020,
298,11.10.2020,"МООЛС ""ВЕНЕЦ КОЛЫМЫ""",МАГАДАН,КЧК,ЛАРИНА ОЛЬГА (РОССИЯ),30,https://www.facebook.com/media/set/?set=oa.414671316341623&type=3,20201011-magadan.pdf,2020,
299,11.10.2020,"ОО ""СВЖ ""ВИКТОРИЯ"" РЯО",РЫБИНСК,КЧК,БЕЛКИНА ЕЛЕНА (РОССИЯ),21,https://www.facebook.com/media/set/?set=oa.215134409983102&type=3,20201011-rybinsk.pdf,2020,
300,11.10.2020,"ОО""НГКЛС"" ",НОВОКУЗНЕЦК,КЧК,ОЛЬКОВА ЮЛИЯ (КАЗАХСТАН),12,https://www.facebook.com/media/set/?set=oa.1129119724185266&type=3,20201011-novokuzneck.pdf,2020,
301,11.10.2020,"МОО ""ЦЛЖ ""КАПИТОЛИЙ""",САНКТ-ПЕТЕРБУРГ,КЧК в каждом классе,ВАСИЛЬЕВ ОЛЕГ (РОССИЯ),13,нет,20201011-s-peterburg.pdf,2020,
302,11.10.2020,"ОО МРКЛСК ""Зооцентр""",Саранск,КЧК в каждом классе,Патрина Марина,22,да,20202011-saransk.pdf,2020,
303,17.10.2020,"МООК ""ОЛИМП""",МОСКВА,КЧК в каждом классе,КОВАДЛО ЛЮБОВЬ (РОССИЯ),27,https://www.facebook.com/media/set/?set=oa.211486770425788&type=3,20201017-moscow.pdf,2020,
304,17.10.2020,СКЦ,ЕКАТЕРИНБУРГ,КЧК,ЛАКАТОШ ЮЛИЯ (РОССИЯ),32,https://www.facebook.com/media/set/?set=oa.974343606424259&type=3,20201017-ekaterinburg.pdf,2020,
305,17.10.2020,"ПКОО КЦ ""КОМПАНЬОН""",ВЛАДИВОСТОК,КЧК,ГОРОХОВ В. (РОССИЯ),21,https://www.facebook.com/media/set/?set=oa.843158629818485&type=3,20201017-vladivostok.pdf,2020,
306,17.10.2020,"РОО СК КЛЖ ""КОВЧЕГ-ФАУНА""",СТАВРОПОЛЬ,КЧК,СЕДЫХ НИКОЛАЙ (РОССИЯ),8,https://www.facebook.com/media/set/?set=oa.1443859725811279&type=3,20201017-stavropol.pdf,2020,
307,17.10.2020,"СПБ ООКК ""КАС""",САНКТ-ПЕТЕРБУРГ,КЧК,ВЕРБИЦКАЯ МАРИЯ,23,https://www.facebook.com/media/set/?set=oa.3469379846480976&type=3,20201017-s-peterburg.pdf,2020,
308,18.10.2020,МОО КЦ СЕВАСТОПОЛЬ,СЕВАСТОПОЛЬ,КЧК,ОВСЯННИКОВА ЮЛИЯ (РОССИЯ),13,https://www.facebook.com/media/set/?set=oa.392702015408939&type=3,20201018-sevastopol.pdf,2020,
309,18.10.2020,"МКОО ""АТЛАНТИДА""",ЧЕЛЯБИНСК,КЧК В КАЖДОМ КЛАССЕ,БЕГМА ИННА (РОССИЯ),25,https://www.facebook.com/media/set/?set=oa.2734679573509676&type=3,20201018-chelyabinsk.pdf,2020,
310,24.10.2020,"СРОО ""СОЦПОИЛС""",САРАТОВ,КЧК,МИЩЕНКО ЕЛЕНА (РОССИЯ),11,https://www.facebook.com/media/set/?set=oa.215068410184004&type=3,20201024-saratov.pdf,2020,
311,07.11.2020,"СПОКО ""ВУДФАЛ""",САНКТ-ПЕТЕРБУРГ,КЧК,Оболенская Мария (Россия),9,https://www.facebook.com/media/set/?set=oa.419278899405211&type=3,20201107-s-peterburg.pdf,2020,
312,08.11.2020,"СРОО ""КС ""ВИННЕР""",ЮЖНО-САХАЛИНСК,КЧК,Олькова Юлия (Казахстан),29,https://www.facebook.com/media/set/?set=oa.232160438401416&type=3,20201108-sahalin.pdf,2020,
313,08.11.2020,"СПБРОО ""КЛУБ ЛЮБИТЕЛЕЙ СОБАК
""ГЛЭД""",САНКТ-ПЕТЕРБУРГ,КЧК,Татьяна Романовская (Белоруссия),9,нет,20201108-s-peterburg.pdf,2020,
314,08.11.2020,"РОО ""КЛУБ ЛЮБИТЕЛЕЙ ЖИВОТНЫХ
""ФАВОРИТ""",МОСКВА,КЧК,Логинов Александр,21,нет,20201108-moscow.pdf,2020,
315,21.11.2020,"РКОО ""ФОРТУНА""",МОСКВА,КЧК,ТИХОМИРОВА МАРИНА,19,да,20201121-moscow.pdf,2020,приличных нет
316,22.11.2020,ОО КАГК ,КАЗАНЬ,КЧК,КРАКОВСКАЯ ЛЮДМИЛА (РОССИЯ),26,да,20201122-kazan.pdf,2020,приличных нет
317,22.11.2020,"ИГОО ""АНГАРА""",ИРКУТСК,КЧК В КАЖДОМ КЛАССЕ,СЕРДИТЫХ ЗЛАТА,23,да,20201122-irkutsk.pdf,2020,приличных нет
318,22.11.2020,"ТОООЛЖ ""ТВЕРЬ""",Тверь,КЧК,Матвеева Елена (Россия),11,да,20201122-tver.pdf,2020,фото не качается
319,28.11.2020,"ОО ""РКФЦ ""ГРАНД+""",Сургут,КЧК,КРАКОВСКАЯ ЛЮДМИЛА (РОССИЯ),24,https://www.facebook.com/media/set/?set=oa.259275798927300&type=3,20201128-surgut.pdf,2020,
320,29.11.2020,"ЯГООЛЖ ""Лидер""",Ярославль,КЧК в каждом классе,Соколова Л. (Россия),17,https://www.facebook.com/media/set/?set=oa.746407995986256&type=3,20201129-yaroslavl.pdf,2020,
321,29.11.2020,"МРОО КЛС ""СТАРАЯ ОХОТА""",Архангельск,КЧК в каждом классе,ГЛУХОВА ЛЮДМИЛА (РОССИЯ),13,нет,20201129-arhangelsk.pdf,2020,
322,05.12.2020,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ
КИНОЛОГИЧЕСКОГО ПЛЕМЕННОГО
ЦЕНТРА ""КИНОС"" Г. КИРОВА",КИРОВ,КЧК,РАСЧИХМАРОВА ТАТЬЯНА (РОССИЯ),12,да,20201205-kirov.pdf,2020,
323,05.12.2020,"СРООЛС ""КЛУБ СОБАКОВОДСТВА""",САРАТОВ,КЧК в каждом классе,КАРАМЗИНА ЕЛЕНА,6,да,20201205-saratov.pdf,2020,
324,05.12.2020,"СРОО ""КСВП ""БЭСТ""",ЮЖНО-САХАЛИНСК,КЧК в каждом классе,ЛЕПЕХА ЕВГЕНИЙ (РОССИЯ),18,да,20201205-sahalin.pdf,2020,
325,05.12.2020,"РКОО ""КЛУБ СОБАКОВОДСТВА
""ГАРМОНИЯ""",МОСКВА,КЧК в каждом классе,Решетникова Светлана (Россия),15,да,20201205-moscow.pdf,2020,
326,06.12.2020,"КЛУБ ""ФАВОРИТ""",ЕКАТЕРИНБУРГ,КЧК в каждом классе,ВЫГУЗОВ ИГОРЬ (РОССИЯ),30,да,20201206-ekaterinburg.pdf,2020,
327,12.12.2020,"ИГОО ""ГОЛС""",ИРКУТСК,КЧК,ГОРОДИЛОВ СТАНИСЛАВ (РОССИЯ),18,нет,20201212-irkutsk.pdf,2020,
328,12.12.2020,"ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ
""КИНОЛОГИЯ""",МОСКВА,КЧК,Филатова А.,17,да,20201212-moscow.pdf,2020,приличных нет
329,12.12.2020,"КЦ ""Бранд""",ПЕРМЬ,КЧК в каждом классе,БЕЛКИНА ЕЛЕНА (РОССИЯ),32,да,20201212-perm.pdf,2020,"фото на фб, страница клуба"
330,19.12.2020,"ОО МОКЦ ""ДРУГ""",МУРМАНСК,КЧК,ГОРБАЧЕВСКИЙ ОЛЕГ,13,да,20201219-murmansk.pdf,2020,приличных нет
331,19.12.2020,"КЛЖ ""ОЛИМП""",МОСКВА,КЧК,ЛАКАТОШ ЮЛИЯ (РОССИЯ),10,да,20201219-moscow.pdf,2020,
332,19.12.2020,МОО ЕСТЦСС,ЕКАТЕРИНБУРГ,КЧК,РАКУТА ВАЛЕРИЯ (РОССИЯ),20,да,20201219-ekaterinburg.pdf,2020,
333,19.12.2020,"СР ОО КЛС ""ЭКЗОТИКА""",ЕКАТЕРИНБУРГ,КЧК в каждом классе,ТИЦ АННА,31,да,20201219-ekaterinburg.pdf,2020,
334,20.12.2020,"ОО ""ТГОЛС""",ТОЛЬЯТТИ,КЧК в каждом классе,ФИЛАТОВА АЛЛА (РОССИЯ),25,да,20201220-toliatti.pdf,2020,
335,27.12.2020,"РОО ОЛСБП ""БРИЗ""",МОСКВА,КЧК в каждом классе,ШВЕЦ ИРИНА (РОССИЯ),7,да,20201227-moscow.pdf,2020,
336,27.12.2020,ПКОО УРКС,ПЕРМЬ,КЧК в каждом классе,ТРИФОНОВА ИРИНА (РОССИЯ),25,да,20201227-perm.pdf,2020,
337,27.12.2020,"РОО ""КЛУБ ЛЮБИТЕЛЕЙ СОБАК
""ОСТРОВ СОКРОВИЩ""",МОСКВА,КЧК в каждом классе,ОГАНОВА ГАЛИНА (РОССИЯ),8,нет,20201227-moscow-1.pdf,2020,
338,08.01.2021,"ОО ""КО СВЕРДЛОВСКОЙ ОБЛАСТИ ""ТЕРРА""",ЕКАТЕРИНБУРГ,КЧК в каждом классе,ГОРОДИЛОВ СТАНИСЛАВ (РОССИЯ),27,да,20210121-ekaterinburg.pdf,2021,
339,16.01.2021,"НООО ""КИНОЛОГИЧЕСКИЙ ЦЕНТР -НИКА""",НИЖНИЙ НОВГОРОД,КЧК,МАКАЛОВА М,15,да,20210116-nizniy-novgorod.pdf,2021,
340,17.01.2021,"ИГОО ОЛС ""ЛИДЕР""",ИРКУТСК,КЧК в каждом классе,ТИМОФЕЕВА ОЛЬГА,7,нет,20210117-irkutsk.pdf,2021,
341,24.01.2021,НГООС ЦНП,Новосибирск,КЧК,Патрина Марина,26,нет,20210124-novosibirsk.pdf,2021,
342,24.01.2021,ЧГОО КЛЖ Аргус ,Череповец,КЧК,Галиаскарова Лариса,27,да,20210124-cherepovec.pdf,2021,
343,30.01.2021,Клуб Молосс,Новосибирск,КЧК в каждом классе,КРЫЛОВА ЕКАТЕРИНА (РОССИЯ),20,нет,20210130-novosibirsk.pdf,2021,
344,31.01.2021,Созвездие псов,Воронеж,КЧК,Бобикова Валерия,22,да,20210131-voronezh.pdf,2021,
345,06.02.2021,ОО НГКС Сенат,Новосибирск,КЧК,Галиаскаров Сергей,22,да,20210206-novosibirsk.pdf,2021,
346,21.02.2021,НГООЛС Актион,Новосибирск,КЧК,ГАВРИЛОВА ЯНА (РОССИЯ),21,да,20210221-novosibirsk.pdf,2021,
347,21.02.2021,"ТГОО КЛУБ СОБАКОВОДСТВА ""ЛАДА""",ТОЛЬЯТТИ,КЧК,ПИРОГОВА,,да,,2021,
348,21.02.2021,"СООО ""ЕКК ""ВИННЕР""",ЕКАТЕРИНБУРГ,КЧК в каждом классе,Логинов А,24,да,20210221-ekaterinburg.pdf,2021,
349,22.02.2021,"ВРОО КЛЖ ""ЭМАНГ""",Волгоград,КЧК,ЧАЙКОВСКАЯ ФЛЕРА (РОССИЯ),15,да,20210222-volgograd.pdf,2021,
350,27.02.2021,"МКОО ""ВИКТОРИЯ""",Москва,КЧК,БЕЛКИНА ЕЛЕНА (РОССИЯ),13,да,20210227-moscow.pdf,2021,
351,06.03.2021,"ООРЯО ""КЛУБ ЛЮБИТЕЛЕЙ СОБАКОВОДСТВА""",РЫБИНСК,КЧК в каждом классе,ОВСЯННИКОВА ЮЛИЯ (РОССИЯ),21,да,20210306-rybinsk.pdf,2021,
352,06.03.2021,"СПОКО ""ВУДФАЛ""",САНКТ-ПЕТЕРБУРГ,КЧК,РОМАНОВСК ТАТЬЯНААЯ,8,да,20210306-s-peterburg.pdf,2021,https://cloud.mail.ru/stock/82hDWUck8Q5a8RhHXc3xgJEX
353,07.03.2021,"УГДООЛЖ ""АРТО""",УСОЛЬЕ-СИБИРСКОЕ,КЧК,БЕЛКИНА ЕЛЕНА (РОССИЯ),10,нет,,2021,
354,14.03.2021,"СВЕРДЛОВСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ КИНОЛОГИЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЕКАТЕРИНБУРГ""",ЕКАТЕРИНБУРГ,КЧК,КРЫЛОВА ЕКАТЕРИНА (РОССИЯ),19,да,20210314-ekaterinburg.pdf,2021,https://zooportal.pro/show/photos/11504838/
355,20.03.2021,"МООК ""ОЛИМП""",Москва,КЧК в каждом классе,КРАКОВСКАЯ ЛЮДМИЛА (РОССИЯ),18,нет,20210320-moscow.pdf,2021,
